Timestamp,"What’s your total salary in US dollars, ANNUAL BEFORE TAXES?",Your country,Zipcode,Primary database,Years of experience with DB,Other databases ,Job type,Job title,Do you manage other staff?,Years of service,How many other people on your team do the same job as you?,Number of database servers,Highest level of higher education completed,Is your college degree computer-related?,Do you hold industry certifications?,How many hours do you work per week?,Number of days do you work from home?,Employer sector,Are you looking for another job right now?,What are your career plans for the year 2018?,To which gender do you most identify?,Other job duties,What kinds of work do you do?
1/2/2018 18:31,95000,United States,92506,Microsoft SQL Server,7,None,Full time employee,Developer: T-SQL,No,7,1,15,Bachelors (4 years),No,"No, I never have",45,"None, or less than 1 day per week",Private business,No,"Stay with the same employer, same role",Female,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: Business Intelligence (SSRS, PowerBI, etc)",Projects
1/2/2018 18:32,97000,United States,29414,Microsoft SQL Server,8,"Microsoft SQL Server, MySQL/MariaDB",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,8,3,114,None (no degree completed),N/A,"No, I never have",45,5 or more,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,Developer: T-SQL,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D"
1/2/2018 18:47,122000,United States,64086,Microsoft SQL Server,12,"Oracle, MySQL/MariaDB, Microsoft Access, Azure SQL DB",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,10,4,250,Bachelors (4 years),Yes,"No, I never have",45,"None, or less than 1 day per week",Non-profit,No,"Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, R&D"
1/2/2018 19:05,45000,United States,982,Microsoft SQL Server,3,"MySQL/MariaDB, Microsoft Access",Full time employee,Analyst,No,1,2,3,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Private business,"Yes, but only passively (just curious)",Prefer not to say,Male,,"Build scripts & automation tools, Projects"
1/2/2018 19:41,25500,India,,Microsoft SQL Server,10,None,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,10,More than 5,100,Masters,Yes,"Yes, and they're currently valid",40,5 or more,Private business,"Yes, but only passively (just curious)","Stay with the same employer, but change roles",Male,,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects"
1/2/2018 19:44,85000,United States,,Microsoft SQL Server,6,"Microsoft SQL Server, Microsoft Access",Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",Yes,8,More than 5,4323,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,5 or more,Private business,"Yes, actively looking for something else",Prefer not to say,Male,,
1/2/2018 20:08,98000,Australia,2758,Microsoft Access,14,"Microsoft SQL Server, SAP",Full time employee,Analyst,No,2,None,2,Bachelors (4 years),No,"No, I never have",38,"None, or less than 1 day per week",Private business,"Yes, actively looking for something else",Change both employers and roles,Male,"Data Scientist, Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Projects"
1/2/2018 20:35,98000,United States,97201,Microsoft SQL Server,9,MySQL/MariaDB,Full time employee,Manager,Yes,7,None,2,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",State/province government,"Yes, actively looking for something else",Change both employers and roles,Male,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, Training/teaching"
1/2/2018 20:54,70000,Australia,,Microsoft SQL Server,0,Microsoft SQL Server,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,0,None,12,Bachelors (4 years),Yes,"No, I never have",38,"None, or less than 1 day per week",Private business,No,"Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR)","Build scripts & automation tools, Manual tasks, On-call 24/7/365"
1/2/2018 21:02,159056,United States,95030,Microsoft SQL Server,15,"Oracle, Cassandra, Amazon RDS (any flavor)",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,10,1,18,Bachelors (4 years),Yes,"No, I never have",60,1,Private business,"Yes, actively looking for something else",Change both employers and roles,Male,,
1/2/2018 21:26,48000,Canada,,Microsoft SQL Server,4,Oracle,Full time employee of a consulting/contracting company,"DBA (Development Focus - tunes queries, indexes, does deployments)",No,4,2,15,Bachelors (4 years),Yes,"Yes, and they're currently valid",35,5 or more,State/province government,"Yes, but only passively (just curious)",Change both employers and roles,Male,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: Business Intelligence (SSRS, PowerBI, etc)","Build scripts & automation tools, Projects"
1/2/2018 21:27,205000,United States,80031,Oracle,28,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, SAP",Full time employee of a consulting/contracting company,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),Yes,34,None,20,Bachelors (4 years),Yes,"Yes, and they're currently valid",50,5 or more,Private business,No,"Stay with the same employer, same role",Male,"Architect, DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), Manager","Build scripts & automation tools, Meetings & management, Projects, Training/teaching"
1/2/2018 21:39,88000,Australia,4000,Microsoft SQL Server,18,Microsoft SQL Server,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,6,1,350,Bachelors (4 years),No,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"Architect, Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Projects, R&D"
1/2/2018 22:31,18000,India,600096,Microsoft SQL Server,6,"MySQL/MariaDB, MongoDB, Elasticsearch",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,6,More than 5,300,Bachelors (4 years),No,"No, I never have",45,5 or more,Private business,"Yes, but only passively (just curious)","Stay with the same role, but change employers",Female,,"Manual tasks, On-call as part of a rotation, Projects, R&D"
1/2/2018 22:45,31818,India,,Oracle,15,"Oracle, MySQL/MariaDB, Elasticsearch",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,15,More than 5,250,Masters,No,"Yes, and they're currently valid",8,5 or more,Private business,No,"Stay with the same employer, but change roles",Male,,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365, Projects"
1/2/2018 23:03,125000,United States,95008,Microsoft SQL Server,11,"Microsoft SQL Server, Microsoft Access, Amazon RDS (any flavor)",Full time employee,Analyst,No,1,2,4,Bachelors (4 years),No,"No, I never have",40,"None, or less than 1 day per week",Private business,"Yes, but only passively (just curious)",Change both employers and roles,Male,"Architect, Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Projects"
1/2/2018 23:21,119831,United States,55388,Microsoft SQL Server,30,None,Full time employee,"Developer: App code (C#, JS, etc)",No,30,1,10,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Private business,No,"Stay with the same employer, same role",Male,Developer: T-SQL,"Projects, R&D"
1/2/2018 23:28,74000,United States,99501,Other,3,Microsoft SQL Server,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,15,1,5,None (no degree completed),N/A,"No, I never have",37,"None, or less than 1 day per week",State/province government,"Yes, but only passively (just curious)","Stay with the same employer, but change roles",Male,"Analyst, DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)","Build scripts & automation tools, Manual tasks, Projects"
1/2/2018 23:37,110000,United States,96813,Microsoft SQL Server,25,"Microsoft SQL Server, Oracle, MySQL/MariaDB",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,30,3,175,Bachelors (4 years),Yes,"Yes, and they're currently valid",48,"None, or less than 1 day per week","Education (K-12, college, university)","Yes, but only passively (just curious)",Prefer not to say,Female,Developer: T-SQL,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, Training/teaching"
1/3/2018 0:00,81645,United States,54481,Microsoft SQL Server,15,Microsoft SQL Server,Full time employee,Engineer,Yes,12,None,6,Bachelors (4 years),Yes,"Yes, and they're currently valid",48,"None, or less than 1 day per week",Private business,"Yes, but only passively (just curious)","Stay with the same employer, but change roles",Male,"Analyst, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: App code (C#, JS, etc), Developer: T-SQL, Engineer, Manager","Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching"
1/3/2018 1:19,63000,Sweden,,Microsoft SQL Server,10,None,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,3,None,1,Bachelors (4 years),Yes,"No, I never have",40,2,Private business,"Yes, actively looking for something else",Change both employers and roles,Male,"Analyst, Architect","Build scripts & automation tools, Projects, R&D, Training/teaching"
1/3/2018 2:32,109200,United States,97078,PostgreSQL,12,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, MongoDB, DB2, Microsoft Access, Redis, SQLite",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",Yes,5,4,450,Masters,Yes,"No, I never have",50,"None, or less than 1 day per week",Non-profit,"Yes, but only passively (just curious)",Change both employers and roles,Male,"Architect, DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)","Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365, Projects, R&D, Training/teaching"
1/3/2018 2:53,28000,Romania,0,Microsoft SQL Server,7,Oracle,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),Yes,7,More than 5,700,Bachelors (4 years),No,"Yes, but they expired",45,"None, or less than 1 day per week",Private business,"Yes, but only passively (just curious)","Stay with the same role, but change employers",Male,"Engineer, Manager","Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, Training/teaching"
1/3/2018 3:06,67282,United Kingdom,LS1,Microsoft SQL Server,15,Microsoft SQL Server,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,2,1,200,Bachelors (4 years),No,"No, I never have",35,1,Private business,No,"Stay with the same employer, same role",Male,,"Build scripts & automation tools, Manual tasks, Projects"
1/3/2018 3:31,66500,Netherlands,,Microsoft SQL Server,19,"Microsoft SQL Server, Microsoft Access",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,16,3,120,Associates (2 years),Yes,"Yes, but they expired",40,2,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR)","Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, R&D, Training/teaching"
1/3/2018 3:33,120000,South Africa,,Microsoft SQL Server,22,"PostgreSQL, MongoDB, Redshift",Full time employee of a consulting/contracting company,Developer: T-SQL,Yes,15,None,50,None (no degree completed),N/A,"No, I never have",40,"None, or less than 1 day per week",Private business,No,"Stay with the same employer, same role",Male,"Architect, DBA (Development Focus - tunes queries, indexes, does deployments)","Meetings & management, R&D"
1/3/2018 3:36,45000,United Kingdom,dg1 4tg,Microsoft SQL Server,15,"MySQL/MariaDB, PostgreSQL, Microsoft Access",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,10,2,20,Masters,No,"No, I never have",38,"None, or less than 1 day per week",Non-profit,"Yes, but only passively (just curious)",Change both employers and roles,Male,"Analyst, Architect, DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D"
1/3/2018 4:32,70000,Jersey,JE2,Microsoft SQL Server,10,"Microsoft SQL Server, Microsoft Access",Full time employee,Analyst,No,1,2,10,Bachelors (4 years),Yes,"Yes, and they're currently valid",35,"None, or less than 1 day per week",Private business,"Yes, but only passively (just curious)",Change both employers and roles,Male,Developer: T-SQL,"Build scripts & automation tools, Manual tasks, Meetings & management, R&D"
1/3/2018 4:59,70000,France,75000,Microsoft SQL Server,10,SQL Anywhere,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,7,None,20,Associates (2 years),Yes,"No, I never have",39,"None, or less than 1 day per week",Private business,No,Prefer not to say,Male,,"Build scripts & automation tools, Meetings & management, On-call as part of a rotation, Projects"
1/3/2018 5:24,66750,Canada,,Microsoft SQL Server,3,"DB2, Microsoft Access, SAP, Azure SQL DB",Full time employee of a consulting/contracting company,Developer: T-SQL,No,3,2,125,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Private business,"Yes, but only passively (just curious)","Stay with the same employer, but change roles",Female,"Analyst, Data Scientist, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: Business Intelligence (SSRS, PowerBI, etc)","Build scripts & automation tools, On-call as part of a rotation, Projects, Training/teaching"
1/3/2018 7:17,105000,United States,35242,Microsoft SQL Server,15,"Oracle, PostgreSQL",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,5,2,7,Bachelors (4 years),Yes,"Yes, but they expired",42,"None, or less than 1 day per week",Private business,"Yes, actively looking for something else","Stay with the same role, but change employers",Female,"Architect, Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, R&D"
1/3/2018 7:26,40000,United Kingdom,,Microsoft SQL Server,3,"Microsoft SQL Server, Microsoft Access",Full time employee,Analyst,No,3,2,50,None (no degree completed),No,"Yes, and they're currently valid",38,5 or more,Private business,No,"Stay with the same employer, same role",Male,Engineer,
1/3/2018 7:36,63800,United Kingdom,HX3,Microsoft SQL Server,6,"Microsoft SQL Server, MySQL/MariaDB, Azure SQL DB",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,3,2,35,None (no degree completed),No,"No, I never have",38,"None, or less than 1 day per week",Private business,No,"Stay with the same employer, same role",Male,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects"
1/3/2018 7:54,83000,Sweden,,Microsoft SQL Server,17,"Oracle, PostgreSQL, MongoDB, Azure SQL DB, Amazon RDS (any flavor)",Full time employee of a consulting/contracting company,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,11,More than 5,215,Masters,No,"Yes, and they're currently valid",42,"None, or less than 1 day per week",Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,Architect,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365, Projects, R&D, Training/teaching"
1/3/2018 8:01,20476,India,,Microsoft SQL Server,9,Amazon RDS (any flavor),Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",Yes,1,2,250,Bachelors (4 years),Yes,"Yes, and they're currently valid",93,1,Private business,"Yes, but only passively (just curious)",Prefer not to say,Male,"DBA (Production Focus - build & troubleshoot servers, HA/DR)","Build scripts & automation tools, Manual tasks, On-call as part of a rotation"
1/3/2018 8:28,67000,United Kingdom,,Microsoft SQL Server,10,"Microsoft SQL Server, Azure SQL DB",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,5,4,150,Bachelors (4 years),Yes,"Yes, but they expired",35,1,Non-profit,No,Prefer not to say,Male,"Architect, Engineer","Projects, R&D, Training/teaching"
1/3/2018 8:35,93573,Germany,923,Microsoft SQL Server,10,None,Full time employee,Architect,Yes,5,None,20,None (no degree completed),N/A,"Yes, but they expired",40,"None, or less than 1 day per week",Private business,"Yes, but only passively (just curious)","Stay with the same employer, but change roles",Male,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: App code (C#, JS, etc)","Build scripts & automation tools, Manual tasks, R&D, Training/teaching"
1/3/2018 8:39,82000,United States,605***,Microsoft SQL Server,4,Microsoft SQL Server,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,1,More than 5,1000,Bachelors (4 years),Yes,"No, I never have",50,1,Private business,No,Change both employers and roles,Male,"DBA (Development Focus - tunes queries, indexes, does deployments)","Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects, R&D, Training/teaching"
1/3/2018 8:57,101000,United States,21017,Microsoft SQL Server,12,Microsoft Access,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,12,None,5,Bachelors (4 years),Yes,"Yes, and they're currently valid",45,"None, or less than 1 day per week",Non-profit,"Yes, but only passively (just curious)","Stay with the same employer, same role",Female,"Data Scientist, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, On-call as part of a rotation, On-call 24/7/365"
1/3/2018 9:26,45000,United States,34990,Microsoft SQL Server,1,Oracle,Full time employee,Data Scientist,No,1,1,1,None (no degree completed),N/A,"No, I never have",40,"None, or less than 1 day per week",Private business,No,"Stay with the same employer, but change roles",Male,Developer: T-SQL,"Build scripts & automation tools, Manual tasks"
1/3/2018 9:35,55000,United States,50677,Microsoft SQL Server,16,Microsoft Access,Full time employee,Analyst,No,28,1,5,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week","Education (K-12, college, university)",No,"Stay with the same employer, same role",Female,,"Build scripts & automation tools, Manual tasks, Projects, Training/teaching"
1/3/2018 9:35,86000,United States,32256,Microsoft SQL Server,8,Oracle,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,10,2,3,Masters,Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Private business,"Yes, but only passively (just curious)",Change both employers and roles,Male,"Analyst, Developer: T-SQL","Build scripts & automation tools, On-call as part of a rotation, Projects"
1/3/2018 10:07,102000,United States,66031,Microsoft SQL Server,4,Oracle,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,4,None,46,None (no degree completed),N/A,"No, I never have",43,1,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, R&D, Training/teaching"
1/3/2018 10:13,47000,United Kingdom,PE29,Microsoft SQL Server,4,Oracle,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,4,None,8,None (no degree completed),N/A,"Yes, and they're currently valid",37,"None, or less than 1 day per week",Local government,"Yes, but only passively (just curious)","Stay with the same role, but change employers",Male,"Developer: Business Intelligence (SSRS, PowerBI, etc)","Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects"
1/3/2018 10:28,120000,Israel,,Microsoft SQL Server,5,Microsoft SQL Server,Full time employee,Manager,Yes,4,1,30,Bachelors (4 years),No,"No, I never have",200,"None, or less than 1 day per week",Private business,No,"Stay with the same employer, same role",Male,"Architect, DBA (Production Focus - build & troubleshoot servers, HA/DR), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL, Manager","Build scripts & automation tools, Meetings & management, On-call 24/7/365, Projects, R&D"
1/3/2018 10:28,127000,United States,60515,Microsoft SQL Server,25,"Microsoft SQL Server, PostgreSQL, Amazon RDS (any flavor), Redshift",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,18,1,45,Bachelors (4 years),No,"No, I never have",45,5 or more,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects"
1/3/2018 10:57,90000,United States,,Microsoft SQL Server,15,None,Full time employee,Analyst,No,8,1,2,Bachelors (4 years),No,"No, I never have",40,2,Non-profit,No,Change both employers and roles,Female,"Developer: Business Intelligence (SSRS, PowerBI, etc)",Projects
1/3/2018 11:20,200000,United States,Philadelphia,Microsoft SQL Server,8,None,"Independent consultant, contractor, freelancer, or company owner",Architect,No,1,None,3,Bachelors (4 years),Yes,"No, I never have",40,4,Private business,No,"Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL",
1/3/2018 11:33,92000,United States,15217,Oracle,20,Microsoft SQL Server,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,25,None,10,None (no degree completed),N/A,"No, I never have",37,"None, or less than 1 day per week","Education (K-12, college, university)","Yes, but only passively (just curious)","Stay with the same employer, same role",Male,Analyst,Projects
1/3/2018 11:36,110240,United States,78233,Other,9,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, Microsoft Access","Independent consultant, contractor, freelancer, or company owner",Engineer,No,1,4,20,None (no degree completed),No,"Yes, and they're currently valid",40,5 or more,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"Analyst, Developer: App code (C#, JS, etc)","Build scripts & automation tools, Meetings & management, Projects"
1/3/2018 12:09,124500,United States,1970,Microsoft SQL Server,18,None,Full time employee,"Developer: App code (C#, JS, etc)",No,3,More than 5,5,Bachelors (4 years),Yes,"No, I never have",40,1,Private business,No,"Stay with the same employer, same role",Male,Developer: T-SQL,"Build scripts & automation tools, Projects"
1/3/2018 13:07,53000,United States,15905,Microsoft SQL Server,8,"MySQL/MariaDB, DB2, Microsoft Access",Full time employee,"Developer: App code (C#, JS, etc)",No,3,1,4,Bachelors (4 years),Yes,"No, I never have",38,"None, or less than 1 day per week",Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Female,Developer: T-SQL,
1/3/2018 13:07,120000,United States,18017,Microsoft SQL Server,12,"Microsoft SQL Server, Azure SQL DB",Full time employee,Architect,Yes,6,None,20,Bachelors (4 years),No,"No, I never have",50,"None, or less than 1 day per week",Private business,No,"Stay with the same employer, same role",Male,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL, Manager","Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, R&D, Training/teaching"
1/3/2018 13:24,150000,United States,10034,Microsoft SQL Server,10,None,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,2,None,30,None (no degree completed),N/A,"Yes, but they expired",45,1,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"Analyst, Data Scientist, Developer: T-SQL","Build scripts & automation tools, Manual tasks, On-call as part of a rotation"
1/3/2018 13:24,105000,United States,23661,Microsoft SQL Server,4,Microsoft SQL Server,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,4,1,8,Bachelors (4 years),Yes,"No, I never have",40,5 or more,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Female,"Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, Projects"
1/3/2018 13:26,95000,United States,55100,Teradata,2,"Microsoft SQL Server, Oracle, DB2, Microsoft Access, Teradata",Full time employee,Analyst,No,6,2,5,Bachelors (4 years),No,"No, I never have",40,1,Private business,"Yes, but only passively (just curious)",Change both employers and roles,Male,,Build scripts & automation tools
1/3/2018 13:51,125000,United States,19034,Oracle,20,"Microsoft SQL Server, MongoDB",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,5,2,5,Masters,No,"Yes, but they expired",45,1,Private business,"Yes, but only passively (just curious)","Stay with the same role, but change employers",Male,Developer: T-SQL,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects"
1/3/2018 14:46,75000,United States,98102,Oracle,6,"Microsoft SQL Server, Microsoft Access",Full time employee of a consulting/contracting company,Analyst,No,6,1,20,Bachelors (4 years),No,"No, I never have",40,5 or more,Federal government,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)","Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, Training/teaching"
1/3/2018 15:33,165000,United States,98059,Microsoft SQL Server,14,None,"Independent consultant, contractor, freelancer, or company owner","Developer: Business Intelligence (SSRS, PowerBI, etc)",No,14,None,2,Bachelors (4 years),No,"No, I never have",40,3,Private business,"Yes, actively looking for something else","Stay with the same role, but change employers",Male,"Architect, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: T-SQL",
1/3/2018 15:39,113000,United States,85051,Microsoft SQL Server,10,"Oracle, MySQL/MariaDB",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,8,More than 5,40,None (no degree completed),N/A,"No, I never have",40,"None, or less than 1 day per week",Private business,No,"Stay with the same employer, same role",Male,,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects"
1/3/2018 17:49,150000,United States,7463,Microsoft SQL Server,6,"Oracle, MySQL/MariaDB, Azure SQL DB",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,6,5,20,Bachelors (4 years),No,"Yes, and they're currently valid",40,1,Private business,No,"Stay with the same employer, same role",Male,Engineer,"Build scripts & automation tools, On-call as part of a rotation, Projects"
1/3/2018 18:08,124500,United States,63005,Microsoft SQL Server,12,"Microsoft SQL Server, Amazon RDS (any flavor)",Full time employee,Developer: T-SQL,No,12,3,10,Bachelors (4 years),Yes,"Yes, and they're currently valid",50,5 or more,Private business,No,"Stay with the same employer, same role",Male,"Architect, Developer: Business Intelligence (SSRS, PowerBI, etc)","Build scripts & automation tools, Manual tasks, Projects"
1/3/2018 18:52,78000,United States,546,Microsoft SQL Server,9,"Oracle, MySQL/MariaDB, Microsoft Access",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,7,1,100,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,3,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"DBA (Production Focus - build & troubleshoot servers, HA/DR), Developer: T-SQL","Build scripts & automation tools, On-call 24/7/365, Projects, Training/teaching"
1/3/2018 20:38,110000,United States,15241,Microsoft SQL Server,6,"Microsoft SQL Server, Oracle",Full time employee,Analyst,No,12,2,4,Bachelors (4 years),No,"No, I never have",40,"None, or less than 1 day per week",Non-profit,No,"Stay with the same employer, same role",Male,"Architect, Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL, Engineer, Manager","Build scripts & automation tools, Manual tasks, Meetings & management, Projects, Training/teaching"
1/3/2018 20:48,90000,Australia,,Microsoft SQL Server,15,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, Microsoft Access, SQLite",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),Yes,7,None,10,None (no degree completed),N/A,"Yes, but they expired",55,"None, or less than 1 day per week",Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,Manager,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects"
